Mod:Item:MetaData, Localized Name
gregtech:machine:102, 精英电弧炉 IV
gregtech:machine:110, 基础组装机
gregtech:machine:111, 进阶组装机
gregtech:machine:112, 进阶组装机 II
gregtech:machine:113, 进阶组装机 III
gregtech:machine:114, 进阶组装机 IV
gregtech:machine:115, 精英组装机 II
gregtech:machine:116, 精英组装机 III
gregtech:machine:117, 精英组装机 IV
gregtech:machine:125, 基础高压釜
gregtech:machine:126, 进阶高压釜
gregtech:machine:127, 进阶高压釜 II
gregtech:machine:128, 进阶高压釜 III
gregtech:machine:129, 进阶高压釜 IV
gregtech:machine:130, 精英高压釜 II
gregtech:machine:131, 精英高压釜 III
gregtech:machine:132, 精英高压釜 IV
gregtech:machine:140, 基础卷板机
gregtech:machine:141, 进阶卷板机
gregtech:machine:142, 进阶卷板机 II
gregtech:machine:143, 进阶卷板机 III
gregtech:machine:144, 精英卷板机
gregtech:machine:145, 精英卷板机 II
gregtech:machine:146, 精英卷板机 III
gregtech:machine:147, 精英卷板机 IV
gregtech:machine:155, 基础酿造室
gregtech:machine:156, 进阶酿造室
gregtech:machine:157, 进阶酿造室 II
gregtech:machine:158, 进阶酿造室 III
gregtech:machine:159, 精英酿造室
gregtech:machine:160, 精英酿造室 II
gregtech:machine:161, 精英酿造室 III
gregtech:machine:162, 精英酿造室 IV
gregtech:machine:170, 基础装罐机
gregtech:machine:171, 进阶装罐机
gregtech:machine:172, 进阶装罐机 II
gregtech:machine:173, 进阶装罐机 III
gregtech:machine:174, 精英装罐机
gregtech:machine:175, 精英装罐机 II
gregtech:machine:176, 精英装罐机 III
gregtech:machine:177, 精英装罐机 IV
gregtech:machine:185, 基础离心机
gregtech:machine:186, 进阶离心机
gregtech:machine:187, 涡轮离心机
gregtech:machine:188, 分子离心机
gregtech:machine:189, 精英离心机
gregtech:machine:190, 精英离心机 II
gregtech:machine:191, 精英离心机 III
gregtech:machine:192, 精英离心机 IV
gregtech:machine:200, 基础化学浸洗器
gregtech:machine:201, 进阶化学浸洗器
gregtech:machine:202, 进阶化学浸洗器 II
gregtech:machine:203, 进阶化学浸洗器 III
gregtech:machine:204, 精英化学浸洗器
gregtech:machine:205, 精英化学浸洗器  II
gregtech:machine:206, 精英化学浸洗器  III
gregtech:machine:207, 精英化学浸洗器  IV
gregtech:machine:215, 基础化学反应釜
gregtech:machine:216, 进阶化学反应釜
gregtech:machine:217, 进阶化学反应釜 II
gregtech:machine:218, 进阶化学反应釜 III
gregtech:machine:219, 精英化学反应釜
gregtech:machine:220, 精英化学反应釜 II
gregtech:machine:221, 精英化学反应釜 III
gregtech:machine:222, 精英化学反应釜 IV
gregtech:machine:230, 基础压缩机
gregtech:machine:231, 进阶压缩机
gregtech:machine:232, 进阶压缩机 II
gregtech:machine:233, 进阶压缩机 III
gregtech:machine:234, 精英压缩机
gregtech:machine:235, 精英压缩机 II
gregtech:machine:236, 精英压缩机 III
gregtech:machine:237, 精英压缩机 IV
gregtech:machine:245, 基础切割机
gregtech:machine:246, 进阶切割机
gregtech:machine:247, 进阶切割机 II
gregtech:machine:248, 进阶切割机 III
gregtech:machine:249, 精英板材切割机
gregtech:machine:250, 精英板材切割机 II
gregtech:machine:251, 精英板材切割机 III
gregtech:machine:252, 精英板材切割机 IV
gregtech:machine:260, 基础蒸馏室
gregtech:machine:261, 进阶蒸馏室
gregtech:machine:262, 进阶蒸馏室 II
gregtech:machine:263, 进阶蒸馏室 III
gregtech:machine:264, 精英蒸馏室
gregtech:machine:265, 精英蒸馏室 II
gregtech:machine:266, 精英蒸馏室 III
gregtech:machine:267, 精英蒸馏室 IV
gregtech:machine:275, 基础电解机
gregtech:machine:276, 进阶电解机
gregtech:machine:277, 进阶电解机 II
gregtech:machine:278, 进阶电解机 III
gregtech:machine:279, 精英电解机
gregtech:machine:280, 精英电解机 II
gregtech:machine:281, 精英电解机 III
gregtech:machine:282, 精英电解机 IV
gregtech:machine:290, 基础电磁选矿机
gregtech:machine:291, 进阶电磁选矿机
gregtech:machine:292, 进阶电磁选矿机 II
gregtech:machine:293, 进阶电磁选矿机 III
gregtech:machine:294, 精英电磁选矿机
gregtech:machine:295, 精英电磁选矿机 II
gregtech:machine:296, 精英电磁选矿机 III
gregtech:machine:297, 精英电磁选矿机 IV
gregtech:machine:305, 基础提取机
gregtech:machine:306, 进阶提取机
gregtech:machine:307, 进阶提取机 II
gregtech:machine:308, 进阶提取机 III
gregtech:machine:309, 精英提取机
gregtech:machine:310, 精英提取机 II
gregtech:machine:311, 精英提取机 III
gregtech:machine:312, 精英提取机 IV
gregtech:machine:320, 基础压模器
gregtech:machine:321, 进阶压模器
gregtech:machine:322, 进阶压模器 II
gregtech:machine:323, 进阶压模器 III
gregtech:machine:324, 精英压模器
gregtech:machine:325, 精英压模器 II
gregtech:machine:326, 精英压模器 III
gregtech:machine:327, 精英压模器 IV
gregtech:machine:335, 基础发酵槽
gregtech:machine:336, 进阶发酵槽
gregtech:machine:337, 进阶发酵槽 II
gregtech:machine:338, 进阶发酵槽 III
gregtech:machine:339, 精英发酵槽
gregtech:machine:340, 精英发酵槽 II
gregtech:machine:341, 精英发酵槽 III
gregtech:machine:342, 精英发酵槽 IV
gregtech:machine:380, 基础流体加热器
gregtech:machine:381, 进阶流体加热器
gregtech:machine:382, 进阶流体加热器 II
gregtech:machine:383, 进阶流体加热器 III
gregtech:machine:384, 精英流体加热器
gregtech:machine:385, 精英流体加热器 II
gregtech:machine:386, 精英流体加热器 III
gregtech:machine:387, 精英流体加热器 IV
gregtech:machine:395, 基础流体固化器
gregtech:machine:396, 进阶流体固化器
gregtech:machine:397, 进阶流体固化器 II
gregtech:machine:398, 进阶流体固化器 III
gregtech:machine:399, 精英流体固化机
gregtech:machine:400, 精英流体固化机 II
gregtech:machine:401, 精英流体固化机 III
gregtech:machine:402, 精英流体固化机 IV
gregtech:machine:410, 基础锻造锤
gregtech:machine:411, 进阶锻造锤
gregtech:machine:412, 进阶锻造锤 II
gregtech:machine:413, 进阶锻造锤 III
gregtech:machine:414, 精英锻造锤
gregtech:machine:415, 精英锻造锤 II
gregtech:machine:416, 精英锻造锤 III
gregtech:machine:417, 精英锻造锤 IV
gregtech:machine:425, 基础冲压机床
gregtech:machine:426, 进阶冲压机床
gregtech:machine:427, 进阶冲压机床 II
gregtech:machine:428, 进阶冲压机床 III
gregtech:machine:429, 精英冲压机床
gregtech:machine:430, 精英冲压机床 II
gregtech:machine:431, 精英冲压机床 III
gregtech:machine:432, 精英冲压机床 IV
gregtech:machine:440, 基础车床
gregtech:machine:441, 进阶车床
gregtech:machine:442, 进阶车床 II
gregtech:machine:443, 进阶车床 III
gregtech:machine:444, 精英车床
gregtech:machine:445, 精英车床 II
gregtech:machine:446, 精英车床 III
gregtech:machine:447, 精英车床 IV
gregtech:machine:470, 基础搅拌机
gregtech:machine:471, 进阶搅拌机
gregtech:machine:472, 进阶搅拌机 II
gregtech:machine:473, 进阶搅拌机 III
gregtech:machine:474, 精英搅拌机
gregtech:machine:475, 精英搅拌机 II
gregtech:machine:476, 精英搅拌机 III
gregtech:machine:477, 精英搅拌机 IV
gregtech:machine:485, 基础洗矿厂
gregtech:machine:486, 进阶洗矿厂
gregtech:machine:487, 进阶洗矿厂 II
gregtech:machine:488, 进阶洗矿厂 III
gregtech:machine:489, 精英洗矿厂
gregtech:machine:490, 精英洗矿厂 II
gregtech:machine:491, 精英洗矿厂 III
gregtech:machine:492, 精英洗矿厂 IV
gregtech:machine:500, 基础打包机
gregtech:machine:501, 进阶打包机
gregtech:machine:502, 进阶打包机 II
gregtech:machine:503, 进阶打包机 III
gregtech:machine:504, 精英打包机
gregtech:machine:505, 精英打包机 II
gregtech:machine:506, 精英打包机 III
gregtech:machine:507, 精英打包机 IV
gregtech:machine:530, 基础集气器
gregtech:machine:531, 先进集气器
gregtech:machine:532, 先进集气器 II
gregtech:machine:533, 先进集气器 III
gregtech:machine:534, 大气收集器
gregtech:machine:535, 大气收集器 II
gregtech:machine:536, 大气收集器 III
gregtech:machine:537, 大气收集器 IV
gregtech:machine:545, 基础两极磁化机
gregtech:machine:546, 进阶两极磁化机
gregtech:machine:547, 进阶两极磁化机 II
gregtech:machine:548, 进阶两极磁化机 III
gregtech:machine:549, 精英两极磁化机
gregtech:machine:550, 精英两极磁化机 II
gregtech:machine:551, 精英两极磁化机 III
gregtech:machine:552, 精英两极磁化机 IV
gregtech:machine:560, 基础精密激光蚀刻机
gregtech:machine:561, 进阶精密激光蚀刻机
gregtech:machine:562, 进阶精密激光蚀刻机 II
gregtech:machine:563, 进阶精密激光蚀刻机 III
gregtech:machine:564, 进阶精密激光蚀刻机 IV
gregtech:machine:565, 精英精密激光蚀刻机 II
gregtech:machine:566, 精英精密激光蚀刻机 III
gregtech:machine:567, 精英精密激光蚀刻机 IV
gregtech:machine:575, 基础筛选器
gregtech:machine:576, 进阶筛选器
gregtech:machine:577, 进阶筛选器 II
gregtech:machine:578, 进阶筛选器 III
gregtech:machine:579, 精英筛选机
gregtech:machine:580, 精英筛选机 II
gregtech:machine:581, 精英筛选机 III
gregtech:machine:582, 精英筛选机 IV
gregtech:machine:605, 基础热力离心机
gregtech:machine:606, 进阶热力离心机
gregtech:machine:607, 进阶热力离心机 II
gregtech:machine:608, 进阶热力离心机 III
gregtech:machine:609, 精英热力离心机
gregtech:machine:610, 精英热力离心机 II
gregtech:machine:611, 精英热力离心机 III
gregtech:machine:612, 精英热力离心机 IV
gregtech:machine:620, 基础线材轧机
gregtech:machine:621, 进阶线材轧机
gregtech:machine:622, 进阶线材轧机 II
gregtech:machine:623, 进阶线材轧机 III
gregtech:machine:624, 精英线材轧机
gregtech:machine:625, 精英线材轧机 II
gregtech:machine:626, 精英线材轧机 III
gregtech:machine:627, 精英线材轧机 IV
gregtech:machine:635, 基础电路组装机
gregtech:machine:636, 进阶电路组装机
gregtech:machine:637, 进阶电路组装机 II
gregtech:machine:638, 进阶电路组装机 III
gregtech:machine:639, 精英电路组装机
gregtech:machine:640, 精英电路组装机 II
gregtech:machine:641, 精英电路组装机 III
gregtech:machine:642, 精英电路组装机 IV
gregtech:machine:665, 基础碎岩机
gregtech:machine:666, 先进碎岩机
gregtech:machine:667, 先进碎岩机 II
gregtech:machine:668, 先进碎岩机 III
gregtech:machine:669, 精英碎岩机
gregtech:machine:670, 精英碎岩机 II
gregtech:machine:671, 精英碎岩机 III
gregtech:machine:672, 精英碎岩机 IV
gregtech:machine:920, 基础采矿机
gregtech:machine:921, 进阶采矿机
gregtech:machine:922, 进阶采矿机 II
gregtech:machine:935, 基础燃烧发电机
gregtech:machine:936, 进阶燃烧发电机
gregtech:machine:937, 涡轮燃烧发电机
gregtech:machine:950, 基础蒸汽轮机
gregtech:machine:951, 进阶蒸汽轮机
gregtech:machine:952, 涡轮蒸汽轮机
gregtech:machine:965, 基础燃气轮机
gregtech:machine:966, 进阶燃气轮机
gregtech:machine:967, 涡轮燃气轮机
gregtech:machine:980, 基础物品收集器
gregtech:machine:981, 进阶物品收集器
gregtech:machine:982, 进阶物品收集器 II
gregtech:machine:983, 进阶物品收集器 III
gregtech:machine:984, 魔法能源吸收器
gregtech:machine:985, ULV 机械方块
gregtech:machine:986, LV 机械方块
gregtech:machine:987, MV 机械方块
gregtech:machine:988, HV 机械方块
gregtech:machine:989, EV 机械方块
gregtech:machine:990, IV 机械方块
gregtech:machine:991, LuV 机械方块
gregtech:machine:992, ZPM 机械方块
gregtech:machine:993, UV 机械方块
gregtech:machine:994, UHV 机械方块
gregtech:machine:1000, 土高炉
gregtech:machine:1001, 电力高炉
gregtech:machine:1002, 真空冷冻机
gregtech:machine:1003, 聚爆压缩机
gregtech:machine:1004, 热解炉
gregtech:machine:1005, 蒸馏塔
gregtech:machine:1006, 工业熔炉
gregtech:machine:1007, 大型柴油引擎
gregtech:machine:1008, 高级大型柴油引擎
gregtech:machine:1009, 石油裂化机
gregtech:machine:1010, 大型蒸汽涡轮
gregtech:machine:1011, 大型燃气涡轮
gregtech:machine:1012, 大型等离子体涡轮
gregtech:machine:1013, 大型青铜锅炉
gregtech:machine:1014, 大型钢锅炉
gregtech:machine:1015, 大型钛锅炉
gregtech:machine:1016, 大型钨钢锅炉
gregtech:machine:1017, 焦炉
gregtech:machine:1018, 焦炉仓
gregtech:machine:1019, 装配线
gregtech:machine:1020, 核聚变反应堆控制电脑 Mk I
gregtech:machine:1021, 核聚变反应堆控制电脑 Mk II
gregtech:machine:1022, 核聚变反应堆控制电脑 Mk III
gregtech:machine:1023, 大型化学反应釜
gregtech:machine:1024, 蒸汽熔炉
gregtech:machine:1025, 蒸汽打粉机
gregtech:machine:1026, 基础采矿场
gregtech:machine:1027, 进阶采矿场
gregtech:machine:1028, 进阶采矿场 II
gregtech:machine:1029, 中央显示器
gregtech:machine:1030, 处理阵列
gregtech:machine:1031, 进阶处理阵列
gregtech:machine:1032, 基础流体钻机
gregtech:machine:1033, 进阶流体钻机
gregtech:machine:1034, 进阶流体钻机 II
gregtech:machine:1150, 输入总线（ULV）
gregtech:machine:1151, 输入总线（LV）
gregtech:machine:1152, 输入总线（MV）
gregtech:machine:1153, 输入总线（HV）
gregtech:machine:1154, 输入总线（EV）
gregtech:machine:1155, 输入总线（IV）
gregtech:machine:1156, 输入总线（LuV）
gregtech:machine:1157, 输入总线（ZPM）
gregtech:machine:1158, 输入总线（UV）
gregtech:machine:1159, UHV 输入总线
gregtech:machine:1165, 输出总线（ULV）
gregtech:machine:1166, 输出总线（LV）
gregtech:machine:1167, 输出总线（MV）
gregtech:machine:1168, 输出总线（HV）
gregtech:machine:1169, 输出总线（EV）
gregtech:machine:1170, 输出总线（IV）
gregtech:machine:1171, 输出总线（LuV）
gregtech:machine:1172, 输出总线（ZPM）
gregtech:machine:1173, 输出总线（UV）
gregtech:machine:1174, UHV 输出总线
gregtech:machine:1180, 输入仓（ULV）
gregtech:machine:1181, 输入仓（LV）
gregtech:machine:1182, 输入仓（MV）
gregtech:machine:1183, 输入仓（HV）
gregtech:machine:1184, 输入仓（EV）
gregtech:machine:1185, 输入仓（IV）
gregtech:machine:1186, 输入仓（LuV）
gregtech:machine:1187, 输入仓（ZPM）
gregtech:machine:1188, 输入仓（UV）
gregtech:machine:1189, UHV 输入仓
gregtech:machine:1190, 四重输入仓
gregtech:machine:1191, 九重输入仓
gregtech:machine:1195, 输出仓（ULV）
gregtech:machine:1196, 输出仓（LV）
gregtech:machine:1197, 输出仓（MV）
gregtech:machine:1198, 输出仓（HV）
gregtech:machine:1199, 输出仓（EV）
gregtech:machine:1200, 输出仓（IV）
gregtech:machine:1201, 输出仓（LuV）
gregtech:machine:1202, 输出仓（ZPM）
gregtech:machine:1203, 输出仓（UV）
gregtech:machine:1204, UHV 输出仓
gregtech:machine:1205, 四重输出仓
gregtech:machine:1206, 九重输出仓
gregtech:machine:1210, 能源仓（ULV）
gregtech:machine:1211, 能源仓（LV）
gregtech:machine:1212, 能源仓（MV）
gregtech:machine:1213, 能源仓（HV）
gregtech:machine:1214, 能源仓（EV）
gregtech:machine:1215, 能源仓（IV）
gregtech:machine:1216, 能源仓（LuV）
gregtech:machine:1217, 能源仓（ZPM）
gregtech:machine:1218, 能源仓（UV）
gregtech:machine:1219, UHV 能源仓
gregtech:machine:1225, 动力仓（ULV）
gregtech:machine:1226, 动力仓（LV）
gregtech:machine:1227, 动力仓（MV）
gregtech:machine:1228, 动力仓（HV）
gregtech:machine:1229, 动力仓（EV）
gregtech:machine:1230, 动力仓（IV）
gregtech:machine:1231, 动力仓（LuV）
gregtech:machine:1232, 动力仓（ZPM）
gregtech:machine:1233, 动力仓（UV）
gregtech:machine:1234, UHV 动力仓
gregtech:machine:1399, EV 4A Energy Hatch
gregtech:machine:1240, IV 4A 能源仓
gregtech:machine:1241, LuV 4A 能源仓
gregtech:machine:1242, ZPM 4A 能源仓
gregtech:machine:1243, UV 4A 能源仓
gregtech:machine:1244, UHV 4A 能源仓
gregtech:machine:1245, IV 16A 能源仓
gregtech:machine:1246, LuV 16A 能源仓
gregtech:machine:1247, ZPM 16A 能源仓
gregtech:machine:1248, UV 16A 能源仓
gregtech:machine:1249, UHV 16A 能源仓
gregtech:machine:1400, EV 4A Dynamo Hatch
gregtech:machine:1250, IV 4A 动力仓
gregtech:machine:1251, LuV 4A 动力仓
gregtech:machine:1252, ZPM 4A 动力仓
gregtech:machine:1253, UV 4A 动力仓
gregtech:machine:1254, UHV 4A 动力仓
gregtech:machine:1255, IV 16A 动力仓
gregtech:machine:1256, LuV 16A 动力仓
gregtech:machine:1257, ZPM 16A 动力仓
gregtech:machine:1258, UV 16A 动力仓
gregtech:machine:1259, UHV 16A 动力仓
gregtech:machine:1270, 超低压变压器
gregtech:machine:1271, 低压变压器
gregtech:machine:1272, 中压变压器
gregtech:machine:1273, 高压变压器
gregtech:machine:1274, 超高压变压器
gregtech:machine:1275, 强导压变压器
gregtech:machine:1276, 剧差压变压器
gregtech:machine:1277, 零点压变压器
gregtech:machine:1278, 极限压变压器
gregtech:machine:1285, 超低压可调变压器
gregtech:machine:1286, 低压可调变压器
gregtech:machine:1287, 中压可调变压器
gregtech:machine:1288, 高压可调变压器
gregtech:machine:1289, 超高压可调变压器
gregtech:machine:1290, 强导压可调变压器
gregtech:machine:1291, 剧差压可调变压器
gregtech:machine:1292, 零点压可调变压器
gregtech:machine:1293, 极限压可调变压器
gregtech:machine:1300, 超低压二极管
gregtech:machine:1301, 低压二极管
gregtech:machine:1302, 中压二极管
gregtech:machine:1303, 高压二极管
gregtech:machine:1304, 超高压二极管
gregtech:machine:1305, 强导 压二极管
gregtech:machine:1306, 剧差压二极管
gregtech:machine:1307, 零点压二极管
gregtech:machine:1308, 极限压二极管
gregtech:machine:1309, 极高压二极管
gregtech:machine:1315, 超低压电池箱
gregtech:machine:1316, 低压电池箱
gregtech:machine:1317, 中压电池箱
gregtech:machine:1318, 高压电池箱
gregtech:machine:1319, 超高压电池箱
gregtech:machine:1320, 强导压电池箱
gregtech:machine:1321, 剧差压电池箱
gregtech:machine:1322, 零点压电池箱
gregtech:machine:1323, 极限压电池箱
gregtech:machine:1324, 极高压 4x 电池箱
gregtech:machine:1325, 超低压 8x 电池箱
gregtech:machine:1326, 低压 8x 电池箱
gregtech:machine:1327, 中压 8x 电池箱
gregtech:machine:1328, 高压 8x 电池箱
gregtech:machine:1329, 超高压 8x 电池箱
gregtech:machine:1330, 强导压 8x 电池箱
gregtech:machine:1331, 剧差压 8x 电池箱
gregtech:machine:1332, 零点压 8x 电池箱
gregtech:machine:1333, 极限压 8x 电池箱
gregtech:machine:1334, 极高压 8x 电池箱
gregtech:machine:1335, 超低压电池箱
gregtech:machine:1336, 低压电池箱
gregtech:machine:1337, 中压电池箱
gregtech:machine:1338, 高压电池箱
gregtech:machine:1339, 超高压电池箱
gregtech:machine:1340, 强导压电池箱
gregtech:machine:1341, 剧差压电池箱
gregtech:machine:1342, 零点压电池箱
gregtech:machine:1343, 极限压电池箱
gregtech:machine:1344, 极高压 16x 电池箱
gregtech:machine:1375, 超低压充电箱
gregtech:machine:1376, 低压充电箱
gregtech:machine:1377, 中压充电箱
gregtech:machine:1378, 高压充电箱
gregtech:machine:1379, 超高压充电箱
gregtech:machine:1380, 强导压充电箱
gregtech:machine:1381, 剧差压充电箱
gregtech:machine:1382, 零点压充电箱
gregtech:machine:1383, 极限压充电箱
gregtech:machine:1384, 极高压涡轮增压
gregtech:machine:1390, 基础 世界加速器
gregtech:machine:1391, 进阶世界加速器
gregtech:machine:1392, 进阶世界加速器 II
gregtech:machine:1393, 进阶世界加速器 III
gregtech:machine:1394, 精英世界加速器
gregtech:machine:1395, 精英世界加速器 II
gregtech:machine:1396, 精英世界加速器 III
gregtech:machine:1397, 精英世界加速器 IV
gregtech:machine:1398, 机器访问接口
gregtech:machine:1510, 基础缓存器
gregtech:machine:1511, 进阶缓存器
gregtech:machine:1512, 进阶缓存器 II
gregtech:machine:1515, 基础捕鱼机
gregtech:machine:1516, 进阶捕鱼机
gregtech:machine:1517, 进阶捕鱼机 II
gregtech:machine:1518, 进阶捕鱼机 III
gregtech:machine:1530, 基础泵
gregtech:machine:1531, 进阶泵
gregtech:machine:1532, 进阶泵 II
gregtech:machine:1533, 进阶泵 III
gregtech:machine:1560, 超级箱 I
gregtech:machine:1561, 超级箱 II
gregtech:machine:1562, 超级箱 III
gregtech:machine:1563, 超级箱 IV
gregtech:machine:1564, 超级箱 V
gregtech:machine:1570, 黑洞量子箱 III
gregtech:machine:1571, 量子箱 II
gregtech:machine:1572, 量子箱 III
gregtech:machine:1573, 量子箱 IV
gregtech:machine:1574, 量子箱 V
gregtech:machine:1575, 超级缸 I
gregtech:machine:1576, 超级缸 II
gregtech:machine:1577, 超级缸 III
gregtech:machine:1578, 超级缸 IV
gregtech:machine:1579, 超级缸 V
gregtech:machine:1585, 黑洞量子缸 III
gregtech:machine:1586, 量子缸 II
gregtech:machine:1587, 量子缸 III
gregtech:machine:1588, 量子缸 IV
gregtech:machine:1589, 量子缸 V
gregtech:machine:1590, 基础方块破坏器
gregtech:machine:1591, 进阶方块破坏器
gregtech:machine:1592, 进阶方块破坏器 II
gregtech:machine:1593, 进阶方块破坏器 III
gregtech:machine:1596, 木质储罐阀
gregtech:machine:1597, 木质多方块储罐
gregtech:machine:1598, Steel Tank Valve
gregtech:machine:1599, Steel Multiblock Tank
gregtech:machine:1610, 木桶
gregtech:machine:1611, 青铜桶
gregtech:machine:1612, 钢桶
gregtech:machine:1613, 铝桶
gregtech:machine:1614, 不锈钢桶
gregtech:machine:1625, 木头箱子
gregtech:machine:1626, 青铜箱子
gregtech:machine:1627, 钢箱子
gregtech:machine:1628, 铝箱子
gregtech:machine:1629, 不锈钢箱子
gregtech:machine:1630, 钛箱子
gregtech:machine:1631, 钨钢箱子
gregtech:machine:1640, 转子支架（HV）
gregtech:machine:1641, 转子支架（EV）
gregtech:machine:1642, 转子支架（IV）
gregtech:machine:1643, 转子支架（LuV）
gregtech:machine:1644, 转子支架（ZPM）
gregtech:machine:1645, 转子支架（UV）
gregtech:machine:1646, 秘密保险柜
gregtech:machine:1647, 合成站
gregtech:machine:1648, 原始水泵
gregtech:machine:1649, 泵输出仓
gregtech:machine:1650, Infinite GT Energy Unit Emitter
gregtech:machine:1651, 输出总线 (蒸汽)
gregtech:machine:1652, 输入总线 (蒸汽)
gregtech:machine:1653, 蒸汽仓
gregtech:machine:1654, 维护仓
gregtech:machine:1655, 可配置维护仓
gregtech:machine:1656, 自动维护仓
gregtech:machine:1657, LV 消声仓
gregtech:machine:1658, MV 消声仓
gregtech:machine:1659, HV 消声仓
gregtech:machine:1660, EV 消声仓
gregtech:machine:1661, IV 消声仓
gregtech:machine:1662, LuV 消声仓
gregtech:machine:1663, ZPM 消声仓
gregtech:machine:1664, UV 消声仓
gregtech:machine:1667, 显示器屏幕
gregtech:machine:1668, Creative 量子箱
gregtech:machine:1669, Creative 量子缸
gregtech:machine:2000, Large Maceration Tower
gregtech:machine:2001, Alloy Blast Smelter
gregtech:machine:2002, Large Arc Smelter
gregtech:machine:2003, Large Assembling Factory
gregtech:machine:2004, Large Autoclave Chamber
gregtech:machine:2005, Large Material Press
gregtech:machine:2006, Large Brewing Vat
gregtech:machine:2007, Large Centrifuge Unit
gregtech:machine:2008, Large Chemical Bath
gregtech:machine:2009, Chemical Plant
gregtech:machine:2010, Large Extracting Machine
gregtech:machine:2011, Large Cutting Machine
gregtech:machine:2012, Large Fractionating Distillery
gregtech:machine:2013, Large Electrolysis Plant
gregtech:machine:2014, Large Electromagnet
gregtech:machine:2015, Large Extrusion Machine
gregtech:machine:2016, Large Solidification Array
gregtech:machine:2017, Large Mixing Vessel
gregtech:machine:2018, Large Packaging Machine
gregtech:machine:2019, Large Engraving Machine
gregtech:machine:2020, Large Sifting Funnel
gregtech:machine:2021, Large Wire Factory
gregtech:machine:2022, Electric Implosion Compressor
gregtech:machine:2025, Rotary Hearth Furnace
gregtech:machine:2026, Bulk Blast Chiller
gregtech:machine:2027, Industrial Steam Engine
gregtech:machine:2028, Large Circuit Assembler
gregtech:machine:2050, Elite Parallel Control Hatch
gregtech:machine:2051, Master Parallel Control Hatch
gregtech:machine:2052, Ultimate Parallel Control Hatch
gregtech:machine:2053, Super Parallel Control Hatch
gregtech:machine:2054, Primitive Voltage Control Unit
gregtech:machine:2055, Basic Voltage Control Unit
gregtech:machine:2056, Good Voltage Control Unit
gregtech:machine:2057, Advanced Voltage Control Unit
gregtech:machine:2058, Extreme Voltage Control Unit
gregtech:machine:2059, Elite Voltage Control Unit
gregtech:machine:2060, Master Voltage Control Unit
gregtech:machine:2061, Ultimate Voltage Control Unit
gregtech:machine:2062, Super Voltage Control Unit
gregtech:machine:2063, Infinite Voltage Control Unit
gregtech:machine:4000, 蒸汽筛
gregtech:machine:4002, 基础电动筛
gregtech:machine:4003, 进阶电动筛
gregtech:machine:4004, 进阶电动筛 II
gregtech:machine:4005, 进阶电动筛 III
gregtech:machine:4006, 精英电动筛
gregtech:machine:4007, 精英电动筛 II
gregtech:machine:4008, 精英电动筛 III
gregtech:machine:4009, 精英电动筛 IV
gregtech:machine:8503, 基础食材切片机
gregtech:machine:8504, 进阶食材切片机
gregtech:machine:8505, 进阶食材切片机 II
gregtech:machine:8506, 进阶食材切片机 III
gregtech:machine:8507, 精英食材切片机
gregtech:machine:8508, 精英食材切片机 II
gregtech:machine:8509, 精英食材切片机 III
gregtech:machine:8510, 精英食材切片机 IV
gregtech:machine:8516, 焙烤炉
gregtech:machine:8517, 电力焙烤炉
gregtech:machine:8518, 基础料理机
gregtech:machine:8519, 进阶料理机
gregtech:machine:8520, 进阶料理机 II
gregtech:machine:8521, 进阶料理机 III
gregtech:machine:8522, 精英料理机
gregtech:machine:8523, 精英料理机 II
gregtech:machine:8524, 精英料理机 III
gregtech:machine:8525, 精英料理机 IV
gregtech:machine:8531, Basic Microwave
gregtech:machine:8532, Advanced Microwave
gregtech:machine:8533, Advanced Microwave II
gregtech:machine:8534, Advanced Microwave III
gregtech:machine:8535, Elite Microwave
gregtech:machine:8536, Elite Microwave II
gregtech:machine:8537, Elite Microwave III
gregtech:machine:8538, Elite Microwave IV
gregtech:machine:8544, Steam Baking Oven
gregtech:wire_single:2, 1x 铝导线
gregtech:wire_single:252, 1x 退火铜导线
gregtech:wire_single:2011, 1x 黑钢导线
gregtech:wire_single:2527, 1x 蓝色合金导线
gregtech:wire_single:23, 1x 钴导线
gregtech:wire_single:25, 1x 铜导线
gregtech:wire_single:274, 1x 白铜导线
gregtech:wire_single:277, 1x 琥珀金导线
gregtech:wire_single:431, 1x 富集硅岩三元铕铿铀合金导线
gregtech:wire_single:33, 1x 铕导线
gregtech:wire_single:41, 1x 金导线
gregtech:wire_single:342, 1x 石墨烯导线
gregtech:wire_single:2516, 1x 高速钢-G导线
gregtech:wire_single:429, 1x 铟锡钡钛铜合金导线
gregtech:wire_single:51, 1x 铁导线
gregtech:wire_single:288, 1x 坎塔尔合金导线
gregtech:wire_single:55, 1x 铅导线
gregtech:wire_single:425, 1x 二硼化镁导线
gregtech:wire_single:424, 1x 磷化锰导线
gregtech:wire_single:426, 1x 汞钡铜酸钙导线
gregtech:wire_single:124, 1x 硅岩导线
gregtech:wire_single:2042, 1x 硅岩合金导线
gregtech:wire_single:294, 1x 镍铬合金导线
gregtech:wire_single:69, 1x 镍导线
gregtech:wire_single:295, 1x 氮化铌导线
gregtech:wire_single:296, 1x 铌钛合金导线
gregtech:wire_single:75, 1x 锇导线
gregtech:wire_single:80, 1x 铂导线
gregtech:wire_single:2517, 1x 红色合金导线
gregtech:wire_single:432, 1x 钌三元镅中子素合金导线
